A_0	A_1	R_0	R_1	R_2	R_3	Phenotype	Fitness	Accuracy	Numerosity	AveMatchSetSize	TimeStampGA	InitTimeStamp	Specificity	DeletionProb	CorrectCount	MatchCount
1	#	1	#	1	1	1	1.0	1.0	10	0	3997	1007	0.6666666666666666	0	187	187
1	1	#	0	1	1	1	1.0	1.0	15	0	3964	1010	0.8333333333333334	0	94	94
#	0	0	1	#	#	1	0.000963541853091566	0.24932975871313673	1	0	3991	1012	0.5	0	93	373
1	1	1	#	1	1	1	1.0	1.0	13	0	3958	1012	0.8333333333333334	0	93	93
1	0	#	1	1	1	1	1.0	1.0	9	0	3991	1013	0.8333333333333334	0	94	94
1	1	1	#	#	#	0	0.03209454590054096	0.5026737967914439	3	0	3992	1013	0.5	0	188	374
1	#	0	#	#	1	0	0.0009765625	0.25	1	0	3977	1015	0.5	0	93	372
#	0	1	1	0	0	0	0.03125	0.5	2	0	3984	1015	0.8333333333333334	0	47	94
0	0	#	1	0	#	1	0.03042332732821841	0.49732620320855614	4	0	3969	1017	0.6666666666666666	0	93	187
0	#	1	1	0	#	1	1.0	1.0	5	0	3980	1021	0.6666666666666666	0	186	186
0	1	#	#	#	1	0	0.030418930639496904	0.49731182795698925	3	0	3982	1030	0.5	0	185	372
#	1	0	#	0	0	0	0.2373046875	0.75	3	0	3970	1031	0.6666666666666666	0	138	184
0	1	0	1	0	1	0	0.0	0.0	2	0	1040	1040	1.0	0	0	47
0	1	1	#	0	1	0	0.03125	0.5	3	0	3982	1043	0.8333333333333334	0	46	92
#	#	#	0	#	#	0	0.09478773128947447	0.6242383209207854	4	0	3994	1046	0.16666666666666666	0	922	1477
#	1	0	0	1	1	0	0.03125	0.5	1	0	3972	1047	0.8333333333333334	0	46	92
1	#	1	0	#	0	0	0.2373046875	0.75	2	0	3992	1048	0.6666666666666666	0	138	184
#	1	#	1	1	#	1	0.2373046875	0.75	6	0	3995	1052	0.5	0	276	368
0	1	1	0	0	1	1	0.0	0.0	5	0	1055	1055	1.0	0	0	46
0	0	1	0	1	#	1	1.0	1.0	6	0	3987	1057	0.8333333333333334	0	92	92
1	#	#	#	#	#	0	0.03167807580915552	0.5013623978201635	2	0	3999	1060	0.16666666666666666	0	736	1468
#	#	0	0	0	#	0	0.512908935546875	0.875	7	0	3994	1063	0.5	0	322	368
0	1	0	#	1	1	0	0.03125	0.5	8	0	3972	1064	0.8333333333333334	0	46	92
1	0	#	#	0	1	1	0.0	0.0	2	0	1067	1067	0.6666666666666666	0	0	183
0	#	0	1	#	#	0	0.03167807580915552	0.5013623978201635	3	0	3973	1070	0.5	0	184	367
1	1	0	#	0	#	0	0.03039622655733291	0.4972375690607735	2	0	3970	1090	0.6666666666666666	0	90	181
1	1	1	#	0	#	1	0.030405455433436018	0.4972677595628415	3	0	3993	1093	0.6666666666666666	0	91	183
1	#	1	#	1	#	1	0.23299017196734473	0.7472527472527473	8	0	3997	1094	0.5	0	272	364
0	0	#	#	1	0	0	0.03039622655733291	0.4972375690607735	3	0	3976	1097	0.6666666666666666	0	90	181
#	0	1	1	1	0	1	1.0	1.0	6	0	3943	1104	0.8333333333333334	0	90	90
1	1	#	1	0	#	1	0.03125	0.5	2	0	3945	1108	0.6666666666666666	0	90	180
#	0	#	#	1	1	1	0.24059140593162093	0.7520661157024794	3	0	3997	1108	0.5	0	273	363
0	0	1	#	#	#	1	1.0	1.0	7	0	3990	1109	0.5	0	361	361
1	1	#	1	1	#	0	0.03125	0.5	1	0	3986	1110	0.6666666666666666	0	90	180
1	1	#	0	#	1	1	1.0	1.0	4	0	3996	1118	0.6666666666666666	0	180	180
0	0	#	1	0	#	0	0.03125	0.5	1	0	3973	1118	0.6666666666666666	0	90	180
0	0	0	1	1	1	0	1.0	1.0	4	0	3960	1122	1.0	0	45	45
0	1	1	#	#	1	1	0.03125	0.5	4	0	3980	1125	0.6666666666666666	0	90	180
0	#	1	1	#	1	0	0.0	0.0	2	0	1126	1126	0.6666666666666666	0	0	180
0	0	1	#	1	0	1	1.0	1.0	8	0	3978	1127	0.8333333333333334	0	89	89
1	0	#	1	1	#	1	1.0	1.0	8	0	3991	1128	0.6666666666666666	0	179	179
1	0	0	1	#	#	1	0.03125	0.5	2	0	3991	1132	0.6666666666666666	0	89	178
1	1	#	#	1	0	1	0.0	0.0	2	0	1132	1132	0.6666666666666666	0	0	180
0	#	#	0	1	0	0	0.2373046875	0.75	3	0	3985	1133	0.6666666666666666	0	135	180
#	0	1	0	1	#	1	1.0	1.0	8	0	3997	1134	0.6666666666666666	0	179	179
0	1	0	0	1	#	1	0.0	0.0	1	0	1138	1138	0.8333333333333334	0	0	90
0	#	#	1	#	1	0	0.000990239632802394	0.25069637883008355	1	0	3973	1139	0.5	0	90	359
0	1	1	0	0	0	1	0.0	0.0	1	0	1140	1140	1.0	0	0	44
0	#	#	1	0	#	1	0.23510336054033673	0.7486033519553073	3	0	3998	1140	0.5	0	268	358
0	#	#	1	1	1	1	0.2373046875	0.75	6	0	3995	1142	0.6666666666666666	0	135	180
1	1	1	0	0	1	1	1.0	1.0	7	0	3993	1142	1.0	0	45	45
1	1	#	#	1	#	1	0.030377150226468558	0.4971751412429379	3	0	3964	1150	0.5	0	176	354
#	0	#	0	1	0	1	0.23289394275505867	0.7471910112359551	1	0	3978	1152	0.6666666666666666	0	133	178
0	0	1	#	0	0	1	1.0	1.0	9	0	3979	1153	0.8333333333333334	0	89	89
#	#	0	0	0	0	1	0.0	0.0	3	0	1155	1155	0.6666666666666666	0	0	177
0	0	1	1	#	1	0	0.0	0.0	2	0	1157	1157	0.8333333333333334	0	0	89
#	#	#	1	0	#	0	0.03125	0.5	3	0	3999	1158	0.3333333333333333	0	354	708
1	1	#	#	#	1	0	0.0	0.0	1	0	1161	1161	0.5	0	0	354
#	1	#	0	1	#	1	0.0009492859445771424	0.24858757062146894	1	0	3964	1164	0.5	0	88	354
0	#	1	0	1	0	0	0.03125	0.5	2	0	3981	1174	0.8333333333333334	0	44	88
1	1	1	0	1	1	1	1.0	1.0	7	0	3958	1177	1.0	0	44	44
1	1	#	0	#	#	1	0.031695149519888235	0.5014164305949008	4	0	3996	1178	0.5	0	177	353
#	#	0	1	0	0	0	0.2373046875	0.75	6	0	3970	1182	0.6666666666666666	0	132	176
1	0	1	#	1	0	1	1.0	1.0	7	0	3939	1183	0.8333333333333334	0	88	88
1	0	1	#	#	#	0	0.03169770043735332	0.5014245014245015	2	0	3999	1184	0.5	0	176	351
#	1	1	#	0	1	0	0.0009765625	0.25	2	0	3982	1185	0.6666666666666666	0	44	176
#	0	0	#	#	0	0	0.24070441269615173	0.7521367521367521	2	0	3994	1185	0.5	0	264	351
1	#	0	#	#	0	0	0.24302536700489197	0.7535816618911175	4	0	3994	1199	0.5	0	263	349
1	#	#	0	1	1	1	1.0	1.0	7	0	3997	1205	0.6666666666666666	0	175	175
1	0	0	#	1	1	1	1.0	1.0	10	0	3991	1206	0.8333333333333334	0	87	87
#	0	#	1	0	1	0	0.24188572379757858	0.7528735632183908	7	0	3999	1208	0.6666666666666666	0	131	174
1	0	#	1	#	1	0	0.03036728879614447	0.49714285714285716	4	0	3999	1209	0.6666666666666666	0	87	175
0	1	#	1	0	#	0	0.0	0.0	2	0	1215	1215	0.6666666666666666	0	0	174
1	0	#	0	1	0	1	1.0	1.0	3	0	3937	1216	0.8333333333333334	0	86	86
1	1	1	0	0	0	1	0.0	0.0	1	0	1217	1217	1.0	0	0	44
0	0	#	#	1	0	1	0.03125	0.5	3	0	3978	1217	0.6666666666666666	0	87	174
0	#	0	1	#	#	1	0.031702890995480223	0.5014409221902018	3	0	3998	1220	0.5	0	174	347
1	1	0	#	#	#	0	0.03079971934900137	0.4985507246376812	2	0	3970	1224	0.5	0	172	345
#	1	#	#	0	1	1	0.2373046875	0.75	7	0	3998	1229	0.5	0	261	348
#	#	#	1	0	0	0	0.09619960313488579	0.6260869565217392	4	0	3984	1229	0.5	0	216	345
1	1	#	0	1	#	1	0.03125	0.5	3	0	3964	1234	0.6666666666666666	0	86	172
0	0	#	1	0	0	1	0.03125	0.5	3	0	3969	1246	0.8333333333333334	0	43	86
0	1	0	0	#	#	1	0.0	0.0	2	0	1250	1250	0.6666666666666666	0	0	172
1	1	0	1	0	0	0	1.0	1.0	5	0	3970	1251	1.0	0	43	43
0	0	1	0	#	#	1	1.0	1.0	6	0	3987	1252	0.6666666666666666	0	172	172
#	1	0	0	#	0	1	0.0	0.0	1	0	1265	1265	0.6666666666666666	0	0	171
0	0	#	#	0	0	1	0.032174492419382174	0.5029239766081871	3	0	3979	1266	0.6666666666666666	0	86	171
0	#	#	0	1	1	1	0.001005452888105693	0.25146198830409355	4	0	3987	1267	0.6666666666666666	0	43	171
#	0	#	#	#	1	1	0.031479441011203486	0.5007320644216691	3	0	3997	1268	0.3333333333333333	0	342	683
1	1	0	1	0	0	1	0.0	0.0	1	0	1270	1270	1.0	0	0	43
1	0	#	0	0	0	1	0.0	0.0	1	0	1273	1273	0.8333333333333334	0	0	86
0	1	#	1	0	0	1	1.0	1.0	10	0	3957	1275	0.8333333333333334	0	84	84
1	1	0	1	1	0	0	1.0	1.0	4	0	3965	1277	1.0	0	42	42
0	0	#	#	0	#	1	0.03217999458990412	0.5029411764705882	1	0	3983	1278	0.5	0	171	340
1	#	#	1	0	0	0	1.0	1.0	4	0	3984	1278	0.6666666666666666	0	171	171
0	0	#	0	1	#	0	0.03125	0.5	5	0	3976	1282	0.6666666666666666	0	86	172
1	1	1	1	0	1	1	1.0	1.0	7	0	3941	1283	1.0	0	42	42
#	0	1	1	#	#	1	0.23268800595412076	0.7470588235294118	4	0	3990	1285	0.5	0	254	340
1	1	0	1	#	#	1	0.03125	0.5	6	0	3951	1292	0.6666666666666666	0	84	168
#	0	#	1	#	1	0	0.030341632081831132	0.4970588235294118	1	0	3999	1294	0.5	0	169	340
#	1	0	0	#	1	1	0.03218556264100162	0.5029585798816568	1	0	3996	1296	0.6666666666666666	0	85	169
1	1	1	1	1	#	0	0.03313199974363615	0.5058823529411764	2	0	3986	1297	0.8333333333333334	0	43	85
#	#	#	0	0	0	1	2.9190931981896723e-05	0.12389380530973451	1	0	3979	1298	0.5	0	42	339
1	1	#	0	0	#	1	0.032174492419382174	0.5029239766081871	1	0	3996	1300	0.6666666666666666	0	86	171
1	0	#	0	#	#	0	0.03125	0.5	4	0	3994	1301	0.5	0	169	338
1	1	0	1	1	#	1	0.03125	0.5	1	0	3951	1303	0.8333333333333334	0	42	84
1	0	0	1	1	1	1	1.0	1.0	7	0	3991	1306	1.0	0	42	42
#	0	0	0	1	#	1	0.03125	0.5	3	0	3938	1307	0.6666666666666666	0	84	168
#	0	#	1	1	0	1	0.2373046875	0.75	4	0	3947	1314	0.6666666666666666	0	126	168
0	#	#	#	#	#	0	0.031483556508780736	0.5007451564828614	3	0	3985	1319	0.16666666666666666	0	672	1342
0	1	0	#	#	#	1	0.030786358374298415	0.49850746268656715	1	0	3998	1322	0.5	0	167	335
#	0	#	#	1	#	1	0.23376289008649898	0.7477477477477478	4	0	3997	1323	0.3333333333333333	0	498	666
0	0	#	#	#	0	0	0.03125	0.5	1	0	3976	1326	0.5	0	167	334
0	1	#	#	#	1	1	0.03171921081959406	0.5014925373134328	2	0	3998	1331	0.5	0	168	335
1	#	0	1	1	1	1	1.0	1.0	11	0	3991	1332	0.8333333333333334	0	83	83
0	1	0	1	0	#	1	1.0	1.0	7	0	3998	1332	0.8333333333333334	0	83	83
#	1	1	#	1	#	0	0.03172204582824583	0.5015015015015015	2	0	3986	1333	0.5	0	167	333
0	#	0	0	#	1	1	0.0	0.0	2	0	1334	1334	0.6666666666666666	0	0	167
0	0	1	0	#	1	0	0.0	0.0	2	0	1335	1335	0.8333333333333334	0	0	84
0	1	1	1	#	1	0	0.0	0.0	1	0	1339	1339	0.8333333333333334	0	0	83
1	1	#	#	1	1	1	1.0	1.0	8	0	3964	1351	0.6666666666666666	0	164	164
#	0	0	#	#	1	0	0.2337200904802411	0.7477203647416414	2	0	3977	1354	0.5	0	246	329
1	#	#	1	1	1	1	1.0	1.0	7	0	3991	1356	0.6666666666666666	0	166	166
1	#	1	0	#	#	0	0.03125	0.5	3	0	3992	1357	0.5	0	166	332
#	0	0	1	1	1	0	0.029412288803337433	0.4939759036144578	1	0	3960	1360	0.8333333333333334	0	41	83
#	1	1	0	#	#	0	0.23491733582616642	0.7484848484848485	3	0	3992	1364	0.5	0	247	330
#	#	1	0	0	0	1	0.0009765625	0.25	1	0	3979	1368	0.6666666666666666	0	41	164
0	1	1	0	1	1	0	1.0	1.0	5	0	3948	1369	1.0	0	41	41
#	0	1	0	#	#	1	0.2385092773455079	0.7507598784194529	2	0	3997	1372	0.5	0	247	329
0	1	0	1	#	1	1	1.0	1.0	7	0	3998	1379	0.8333333333333334	0	82	82
0	#	1	#	0	#	0	0.0009765625	0.25	2	0	3982	1391	0.5	0	82	328
0	0	0	0	#	0	1	0.0	0.0	2	0	1394	1394	0.8333333333333334	0	0	81
#	1	#	#	0	1	0	0.0010068882239005557	0.25153374233128833	1	0	3982	1404	0.5	0	82	326
1	1	0	#	1	#	0	0.03125	0.5	3	0	3965	1406	0.6666666666666666	0	80	160
1	#	#	0	#	#	1	0.030770714610780976	0.4984567901234568	2	0	3997	1408	0.3333333333333333	0	323	648
#	0	#	#	#	#	1	0.03125	0.5	2	0	3997	1409	0.16666666666666666	0	648	1296
0	1	#	1	#	1	0	0.0	0.0	1	0	1410	1410	0.6666666666666666	0	0	163
#	1	1	0	1	1	1	0.03125	0.5	2	0	3958	1416	0.8333333333333334	0	40	80
0	0	0	#	#	0	1	0.0	0.0	1	0	1419	1419	0.6666666666666666	0	0	160
0	#	0	1	0	0	0	0.03125	0.5	2	0	3962	1426	0.8333333333333334	0	40	80
#	0	0	0	1	#	0	0.03125	0.5	4	0	3976	1428	0.6666666666666666	0	80	160
1	1	1	#	0	#	0	0.03125	0.5	3	0	3992	1429	0.6666666666666666	0	81	162
0	#	#	#	1	1	0	0.03076626321556655	0.4984423676012461	3	0	3972	1430	0.5	0	160	321
#	0	1	1	#	0	1	0.2373046875	0.75	4	0	3969	1435	0.6666666666666666	0	120	160
1	1	1	#	1	0	0	1.0	1.0	8	0	3986	1435	0.8333333333333334	0	80	80
#	0	0	1	1	1	1	0.03125	0.5	5	0	3991	1438	0.8333333333333334	0	40	80
#	0	#	1	0	0	0	0.2373046875	0.75	2	0	3984	1439	0.6666666666666666	0	120	160
1	0	0	0	0	1	0	1.0	1.0	4	0	3977	1450	1.0	0	40	40
#	0	0	0	#	#	1	0.0009019380364992216	0.24605678233438485	3	0	3938	1451	0.5	0	78	317
#	0	#	1	1	0	0	0.0010734991245327447	0.25477707006369427	2	0	3952	1454	0.6666666666666666	0	40	157
1	#	1	0	1	1	1	1.0	1.0	5	0	3997	1458	0.8333333333333334	0	80	80
#	1	1	1	0	1	0	0.0	0.0	1	0	1460	1460	0.8333333333333334	0	0	79
#	1	#	1	#	1	1	1.0	1.0	5	0	3998	1473	0.5	0	315	315
0	#	1	0	1	#	0	0.030279579160790774	0.4968553459119497	2	0	3981	1478	0.6666666666666666	0	79	159
0	0	1	#	0	0	0	0.0	0.0	1	0	1482	1482	0.8333333333333334	0	0	79
1	0	1	#	0	1	0	1.0	1.0	7	0	3999	1484	0.8333333333333334	0	79	79
0	0	#	1	#	#	1	0.031752401269773765	0.5015974440894568	4	0	3990	1484	0.5	0	157	313
#	0	0	#	1	1	0	0.030267374574427543	0.4968152866242038	3	0	3971	1488	0.6666666666666666	0	78	157
0	1	1	0	#	1	0	1.0	1.0	6	0	3982	1489	0.8333333333333334	0	78	78
1	1	#	1	0	1	1	1.0	1.0	11	0	3945	1490	0.8333333333333334	0	78	78
#	#	1	#	1	0	1	0.095367431640625	0.625	2	0	3978	1490	0.5	0	195	312
#	1	1	1	#	0	0	0.03125	0.5	2	0	3986	1497	0.6666666666666666	0	78	156
1	#	#	1	0	#	1	0.0009610618228697715	0.24920127795527156	1	0	3945	1500	0.5	0	78	313
0	#	1	0	#	1	1	0.03125	0.5	4	0	3987	1501	0.6666666666666666	0	78	156
#	1	0	#	#	1	1	0.2373046875	0.75	3	0	3998	1503	0.5	0	234	312
#	0	#	1	1	1	1	0.2373046875	0.75	3	0	3991	1504	0.6666666666666666	0	117	156
1	1	1	#	1	#	1	0.03125	0.5	2	0	3958	1506	0.6666666666666666	0	78	156
#	0	0	#	1	1	1	0.030254859120342058	0.4967741935483871	4	0	3991	1510	0.6666666666666666	0	77	155
0	0	1	1	#	#	1	1.0	1.0	6	0	3990	1516	0.6666666666666666	0	155	155
1	#	0	1	1	#	1	0.23221250186065348	0.7467532467532467	5	0	3991	1520	0.6666666666666666	0	115	154
0	1	0	1	1	1	1	1.0	1.0	5	0	3995	1522	1.0	0	39	39
1	#	#	1	#	1	1	0.23601918300981134	0.749185667752443	3	0	3991	1522	0.5	0	230	307
#	1	1	#	1	0	0	0.2373046875	0.75	5	0	3986	1523	0.6666666666666666	0	117	156
1	0	1	0	#	#	1	0.03125	0.5	3	0	3997	1523	0.6666666666666666	0	77	154
#	0	1	#	0	#	0	0.03125	0.5	4	0	3999	1525	0.5	0	155	310
0	#	1	0	0	1	0	0.03125	0.5	2	0	3982	1527	0.8333333333333334	0	39	78
#	0	0	0	1	0	0	0.03333261677576752	0.5064935064935064	2	0	3976	1534	0.8333333333333334	0	39	77
#	#	0	1	0	1	1	0.03125	0.5	2	0	3998	1538	0.6666666666666666	0	77	154
0	0	0	0	0	0	1	0.0	0.0	1	0	1541	1541	1.0	0	0	38
1	1	1	1	#	1	1	1.0	1.0	4	0	3944	1543	0.8333333333333334	0	76	76
0	#	1	1	#	#	1	1.0	1.0	8	0	3990	1549	0.5	0	305	305
0	0	1	#	0	1	1	1.0	1.0	9	0	3983	1551	0.8333333333333334	0	76	76
1	1	1	0	#	1	1	1.0	1.0	6	0	3993	1554	0.8333333333333334	0	77	77
#	1	0	1	#	1	1	1.0	1.0	7	0	3998	1555	0.6666666666666666	0	154	154
1	0	1	0	1	#	0	0.0	0.0	1	0	1558	1558	0.8333333333333334	0	0	77
0	1	0	1	#	0	0	0.0	0.0	2	0	1559	1559	0.8333333333333334	0	0	76
#	0	0	#	#	0	1	0.0009606579135610022	0.24918032786885247	1	0	3947	1561	0.5	0	76	305
1	1	1	#	0	0	1	0.0	0.0	2	0	1563	1563	0.8333333333333334	0	0	76
1	#	#	0	1	#	1	0.23860427194515973	0.7508196721311475	5	0	3997	1564	0.5	0	229	305
1	#	#	0	1	0	1	0.029221486406584365	0.49333333333333335	3	0	3937	1569	0.6666666666666666	0	74	150
#	1	#	1	1	1	1	1.0	1.0	6	0	3995	1570	0.6666666666666666	0	152	152
1	#	1	0	0	0	1	0.0	0.0	1	0	1570	1570	0.8333333333333334	0	0	76
1	#	1	1	0	0	0	1.0	1.0	8	0	3984	1575	0.8333333333333334	0	76	76
#	0	#	0	1	#	0	0.0010262082067016658	0.25249169435215946	1	0	3976	1578	0.5	0	76	301
0	#	#	1	0	1	0	0.0009765625	0.25	2	0	3973	1578	0.6666666666666666	0	38	152
0	1	1	#	0	#	1	0.03125	0.5	1	0	3980	1582	0.6666666666666666	0	76	152
0	1	#	1	1	1	1	1.0	1.0	9	0	3995	1583	0.8333333333333334	0	76	76
1	1	0	1	0	#	0	0.03338963458106997	0.5066666666666667	5	0	3970	1585	0.8333333333333334	0	38	75
#	0	0	0	0	#	1	0.0	0.0	1	0	1589	1589	0.6666666666666666	0	0	150
0	1	1	0	1	1	1	0.0	0.0	1	0	1592	1592	1.0	0	0	37
1	1	0	#	#	0	1	0.0	0.0	1	0	1601	1601	0.6666666666666666	0	0	149
0	0	#	#	#	0	1	0.03177608244761707	0.5016722408026756	3	0	3979	1604	0.5	0	150	299
1	1	1	#	0	1	1	1.0	1.0	3	0	3993	1608	0.8333333333333334	0	75	75
1	#	#	#	1	#	0	0.0009683561389928893	0.24957841483979765	1	0	3986	1625	0.3333333333333333	0	148	593
1	1	#	#	0	#	1	0.03177964894694541	0.5016835016835017	1	0	3996	1626	0.5	0	149	297
0	0	1	1	#	1	1	1.0	1.0	7	0	3990	1632	0.8333333333333334	0	74	74
0	#	0	1	0	#	0	0.03125	0.5	7	0	3973	1632	0.6666666666666666	0	74	148
0	0	#	0	1	#	1	0.03125	0.5	6	0	3987	1638	0.6666666666666666	0	74	148
#	#	0	0	1	1	1	0.030201438353029086	0.4965986394557823	5	0	3964	1645	0.6666666666666666	0	73	147
#	1	0	1	0	#	1	0.23193602552357678	0.7465753424657534	2	0	3998	1648	0.6666666666666666	0	109	146
#	#	1	#	0	#	1	0.03098472140002536	0.4991482112436116	4	0	3993	1656	0.3333333333333333	0	293	587
0	0	#	#	0	1	0	0.03125	0.5	4	0	3973	1661	0.6666666666666666	0	73	146
1	1	1	1	0	#	0	0.033449861179010436	0.5068493150684932	4	0	3974	1662	0.8333333333333334	0	37	73
0	#	1	1	#	0	1	1.0	1.0	3	0	3969	1662	0.6666666666666666	0	145	145
1	#	0	1	#	0	0	0.2400448973229144	0.7517241379310344	3	0	3970	1665	0.6666666666666666	0	109	145
1	0	1	#	#	0	1	0.029167432617460975	0.4931506849315068	2	0	3939	1668	0.6666666666666666	0	72	146
1	1	#	#	1	1	0	0.0	0.0	2	0	1669	1669	0.6666666666666666	0	0	144
#	1	0	#	1	0	1	0.0009433492155900188	0.2482758620689655	1	0	3968	1675	0.6666666666666666	0	36	145
#	1	0	1	1	#	1	0.2400448973229144	0.7517241379310344	6	0	3995	1677	0.6666666666666666	0	109	145
0	0	1	#	1	#	1	1.0	1.0	6	0	3990	1684	0.6666666666666666	0	145	145
1	0	#	1	#	1	1	0.03125	0.5	4	0	3991	1685	0.6666666666666666	0	73	146
#	1	1	0	1	#	0	0.2373046875	0.75	3	0	3981	1686	0.6666666666666666	0	108	144
1	1	1	1	1	#	1	0.03125	0.5	2	0	3944	1689	0.8333333333333334	0	36	72
#	0	#	#	0	0	1	0.0009765625	0.25	1	0	3979	1690	0.5	0	72	288
#	#	0	1	0	0	1	0.0009765625	0.25	1	0	3940	1695	0.6666666666666666	0	36	144
1	1	#	1	1	1	1	1.0	1.0	10	0	3951	1697	0.8333333333333334	0	72	72
#	1	#	#	0	#	0	0.03125	0.5	5	0	3992	1699	0.3333333333333333	0	288	576
1	#	0	#	1	0	1	0.0301725180847762	0.4965034965034965	1	0	3947	1699	0.6666666666666666	0	71	143
0	0	#	1	#	1	1	0.03125	0.5	4	0	3990	1703	0.6666666666666666	0	72	144
1	1	0	#	#	#	1	0.03125	0.5	4	0	3996	1704	0.5	0	144	288
0	0	1	0	0	1	1	1.0	1.0	4	0	3983	1709	1.0	0	36	36
0	#	1	1	1	1	1	1.0	1.0	3	0	3990	1711	0.8333333333333334	0	72	72
1	1	1	0	0	#	1	0.03125	0.5	4	0	3993	1712	0.8333333333333334	0	36	72
#	#	#	1	1	0	1	0.09403177443395415	0.6232394366197183	2	0	3968	1713	0.5	0	177	284
#	0	#	0	0	0	1	0.0010111889532592253	0.2517482517482518	1	0	3979	1713	0.6666666666666666	0	36	143
1	1	0	1	0	1	0	0.0	0.0	1	0	1717	1717	1.0	0	0	35
1	1	#	1	#	#	0	0.03351357518182842	0.5070422535211268	1	0	3986	1718	0.5	0	144	284
#	0	1	1	0	0	1	0.03125	0.5	2	0	3969	1718	0.8333333333333334	0	36	72
#	#	1	1	#	#	1	0.23178621541003852	0.7464788732394366	4	0	3990	1719	0.3333333333333333	0	424	568
#	1	1	1	1	#	1	0.22900814666525524	0.7446808510638298	2	0	3959	1723	0.6666666666666666	0	105	141
0	#	#	#	1	0	0	0.03180210647480759	0.5017543859649123	1	0	3985	1726	0.5	0	143	285
#	1	#	1	0	#	0	0.001047299224432138	0.2535211267605634	3	0	3974	1727	0.5	0	72	284
0	#	1	#	1	0	1	0.23178621541003852	0.7464788732394366	2	0	3978	1730	0.6666666666666666	0	106	142
1	0	0	1	1	#	1	1.0	1.0	8	0	3991	1731	0.8333333333333334	0	71	71
#	1	0	1	1	1	1	1.0	1.0	7	0	3995	1735	0.8333333333333334	0	71	71
1	#	1	1	#	#	0	0.032365959554855085	0.5035211267605634	1	0	3999	1736	0.5	0	143	284
0	1	#	#	0	#	1	0.03180603586251066	0.5017667844522968	2	0	3998	1736	0.5	0	142	283
0	1	1	1	#	1	1	1.0	1.0	14	0	3980	1737	0.8333333333333334	0	71	71
1	#	1	1	0	1	0	0.03351357518182842	0.5070422535211268	1	0	3999	1739	0.8333333333333334	0	36	71
1	#	#	#	#	0	1	0.0009341098234206952	0.24778761061946902	1	0	3947	1740	0.3333333333333333	0	140	565
#	#	#	#	1	0	0	0.03181002158128543	0.501779359430605	2	0	3986	1744	0.3333333333333333	0	282	562
0	#	1	1	0	1	0	0.0	0.0	1	0	1746	1746	0.8333333333333334	0	0	70
#	#	1	#	0	0	1	0.007156504583289226	0.3723404255319149	3	0	3979	1747	0.5	0	105	282
0	1	1	1	1	1	1	1.0	1.0	7	0	3959	1749	1.0	0	35	35
#	0	#	#	#	0	1	0.030693964388101038	0.4982078853046595	2	0	3979	1762	0.3333333333333333	0	278	558
1	1	0	#	#	1	1	1.0	1.0	2	0	3996	1762	0.6666666666666666	0	140	140
1	0	0	1	1	#	0	0.0	0.0	1	0	1763	1763	0.8333333333333334	0	0	70
#	1	#	1	#	0	0	0.03181406485117637	0.5017921146953405	2	0	3986	1766	0.5	0	140	279
1	1	1	#	1	#	0	0.03239039161017185	0.5035971223021583	4	0	3986	1768	0.6666666666666666	0	70	139
#	0	0	1	#	0	0	0.2373046875	0.75	4	0	3966	1770	0.6666666666666666	0	105	140
1	1	0	1	#	#	0	0.0335810884056647	0.5072463768115942	2	0	3970	1776	0.6666666666666666	0	70	138
#	#	0	1	#	0	1	0.007108652394367423	0.37184115523465705	1	0	3968	1776	0.5	0	103	277
1	#	1	0	#	1	1	0.2373046875	0.75	5	0	3997	1777	0.6666666666666666	0	105	140
1	0	1	1	1	#	1	1.0	1.0	3	0	3988	1780	0.8333333333333334	0	69	69
0	#	1	0	0	#	0	0.03014195744909584	0.49640287769784175	4	0	3982	1784	0.6666666666666666	0	69	139
0	1	1	1	#	0	1	1.0	1.0	5	0	3957	1787	0.8333333333333334	0	68	68
0	1	0	1	0	#	0	0.0	0.0	1	0	1789	1789	0.8333333333333334	0	0	69
#	1	1	#	1	1	1	0.2373046875	0.75	4	0	3959	1790	0.6666666666666666	0	102	136
#	1	0	1	1	#	0	0.0009078187600957098	0.2463768115942029	2	0	3965	1791	0.6666666666666666	0	34	138
#	1	#	1	#	#	1	0.23515130168221252	0.7486338797814208	3	0	3998	1797	0.3333333333333333	0	411	549
1	#	0	1	0	0	1	0.0	0.0	2	0	1805	1805	0.8333333333333334	0	0	68
0	1	#	1	1	#	1	1.0	1.0	7	0	3995	1818	0.6666666666666666	0	137	137
0	#	1	1	0	0	1	1.0	1.0	4	0	3969	1824	0.8333333333333334	0	68	68
1	1	1	0	1	#	0	0.03125	0.5	2	0	3975	1829	0.8333333333333334	0	34	68
#	0	#	#	0	1	1	0.0009947137222675597	0.25092250922509224	1	0	3983	1835	0.5	0	68	271
1	1	#	1	0	#	0	0.03365275096687763	0.5074626865671642	2	0	3974	1837	0.6666666666666666	0	68	134
1	0	1	1	0	0	0	1.0	1.0	12	0	3984	1845	1.0	0	34	34
#	#	0	#	#	1	1	0.03125	0.5	2	0	3998	1858	0.3333333333333333	0	268	536
0	#	1	#	#	0	1	0.23582707885020218	0.7490636704119851	4	0	3979	1864	0.5	0	200	267
1	1	#	#	0	1	1	1.0	1.0	7	0	3996	1875	0.6666666666666666	0	134	134
