A_0	A_1	R_0	R_1	R_2	R_3	Phenotype	Fitness	Accuracy	Numerosity	AveMatchSetSize	TimeStampGA	InitTimeStamp	Specificity	DeletionProb	CorrectCount	MatchCount
1	1	1	0	1	#	1	0.03125	0.5	1	0	3958	3530	0.8333333333333334	0	7	14
0	#	1	0	1	1	0	0.022132674897119342	0.4666666666666667	1	0	3948	3530	0.8333333333333334	0	7	15
0	#	1	0	#	0	1	0.03125	0.5	1	0	3979	3557	0.6666666666666666	0	14	28
0	1	#	1	1	0	1	1.0	1.0	2	0	3968	3564	0.8333333333333334	0	14	14
0	#	#	1	#	0	1	0.2535525376	0.76	2	0	3969	3583	0.5	0	38	50
1	#	#	1	1	1	0	0.0	0.0	1	0	3590	3590	0.6666666666666666	0	0	26
0	1	1	0	0	#	1	0.0	0.0	1	0	3594	3594	0.8333333333333334	0	0	13
1	0	#	1	1	0	0	0.0	0.0	1	0	3596	3596	0.8333333333333334	0	0	12
#	#	1	1	1	#	1	0.4779830563763579	0.8627450980392157	1	0	3990	3599	0.5	0	44	51
0	#	1	0	1	#	1	0.038020403200000004	0.52	1	0	3987	3600	0.6666666666666666	0	13	25
1	1	0	1	0	#	1	0.03125	0.5	2	0	3945	3610	0.8333333333333334	0	6	12
0	#	#	0	0	0	1	0.0009765625	0.25	1	0	3979	3611	0.6666666666666666	0	6	24
1	0	#	1	0	#	1	0.0	0.0	1	0	3618	3618	0.6666666666666666	0	0	24
0	0	0	0	1	1	1	0.0	0.0	1	0	3627	3627	1.0	0	0	6
0	0	0	#	#	1	1	0.0	0.0	1	0	3631	3631	0.6666666666666666	0	0	23
0	1	#	#	1	1	0	0.03125	0.5	1	0	3972	3642	0.6666666666666666	0	11	22
#	#	1	#	0	#	0	0.03300518693103458	0.5054945054945055	1	0	3999	3648	0.3333333333333333	0	46	91
1	#	0	0	0	1	0	0.03125	0.5	1	0	3977	3648	0.8333333333333334	0	6	12
0	0	#	#	1	#	1	0.03125	0.5	1	0	3990	3675	0.5	0	20	40
0	1	0	#	#	1	1	0.03125	0.5	2	0	3998	3680	0.6666666666666666	0	10	20
1	#	0	1	1	0	1	0.03125	0.5	1	0	3947	3690	0.8333333333333334	0	5	10
0	0	1	#	1	0	0	0.0	0.0	1	0	3706	3706	0.8333333333333334	0	0	9
1	1	#	1	#	#	1	0.02679354721185501	0.48484848484848486	2	0	3951	3727	0.5	0	16	33
#	#	1	#	1	1	1	0.5549289573066435	0.8888888888888888	1	0	3997	3729	0.5	0	32	36
#	#	#	0	0	1	1	0.008691560570552719	0.3870967741935484	1	0	3996	3759	0.5	0	12	31
#	#	0	1	#	#	1	0.026221056655577907	0.4827586206896552	2	0	3998	3766	0.3333333333333333	0	28	58
0	1	0	1	1	0	0	0.0	0.0	1	0	3771	3771	1.0	0	0	4
#	#	#	#	1	#	1	0.09188724617175979	0.6203703703703703	1	0	3997	3782	0.16666666666666666	0	67	108
0	1	1	1	1	#	0	0.0	0.0	1	0	3791	3791	0.8333333333333334	0	0	6
0	1	1	1	#	0	0	0.0	0.0	1	0	3804	3804	0.8333333333333334	0	0	6
#	0	1	1	1	1	0	0.0	0.0	2	0	3806	3806	0.8333333333333334	0	0	6
1	0	0	#	1	#	0	0.0	0.0	1	0	3807	3807	0.6666666666666666	0	0	12
#	#	1	0	0	1	1	0.03125	0.5	1	0	3993	3811	0.6666666666666666	0	6	12
#	0	#	1	1	1	0	0.00019869482337892967	0.18181818181818182	1	0	3960	3834	0.6666666666666666	0	2	11
1	1	0	#	0	1	0	0.0	0.0	2	0	3834	3834	0.8333333333333334	0	0	5
1	1	0	#	1	0	1	0.0	0.0	1	0	3838	3838	0.8333333333333334	0	0	4
0	0	1	0	1	1	0	0.0	0.0	1	0	3847	3847	1.0	0	0	3
#	1	1	1	#	0	1	0.01734152991583261	0.4444444444444444	1	0	3957	3851	0.6666666666666666	0	4	9
1	#	0	1	#	#	0	0.03125	0.5	1	0	3970	3865	0.5	0	8	16
0	0	1	0	0	#	1	1.0	1.0	1	0	3983	3879	0.8333333333333334	0	4	4
1	0	1	1	1	1	1	1.0	1.0	1	0	3988	3880	1.0	0	2	2
#	0	1	#	#	1	0	0.00045182066995894555	0.21428571428571427	1	0	3999	3899	0.5	0	3	14
0	#	#	#	1	1	1	0.04526613752481193	0.5384615384615384	1	0	3995	3900	0.5	0	7	13
0	#	1	0	0	0	0	0.004115226337448558	0.3333333333333333	1	0	3954	3908	0.8333333333333334	0	1	3
0	1	1	#	1	1	0	0.03125	0.5	1	0	3948	3909	0.8333333333333334	0	1	2
1	0	#	1	#	#	1	0.048282842081079885	0.5454545454545454	1	0	3991	3922	0.5	0	6	11
1	#	1	1	1	0	1	0.03125	0.5	1	0	3939	3932	0.8333333333333334	0	1	2
#	#	0	0	#	0	1	3.0517578125e-05	0.125	1	0	3937	3935	0.5	0	1	8
1	#	#	1	0	0	1	0.0	0.0	1	0	3938	3938	0.6666666666666666	0	0	4
0	#	#	1	1	#	1	0.401877572016461	0.8333333333333334	1	0	3995	3954	0.5	0	5	6
1	#	0	0	#	0	1	0.0	0.0	1	0	3962	3962	0.6666666666666666	0	0	2
0	#	#	1	0	#	0	0.004115226337448558	0.3333333333333333	1	0	3973	3970	0.5	0	1	3
1	#	1	#	0	1	1	0.03125	0.5	1	0	3993	3975	0.6666666666666666	0	1	2
1	1	1	1	1	0	1	0.0	0.0	1	0	3975	3975	1.0	0	0	1
0	#	#	1	0	0	1	0.1	1.0	1	0	3981	3981	0.6666666666666666	0	0	0
#	#	0	1	1	0	1	0.054701588721697704	0.8116197183098591	1	0	3986	3986	0.6666666666666666	0	0	0
